periodo,inflacion
Jun.2023,-0.152769746155551
Jul.2023,0.391066276983018
Ago.2023,0.376132603479856
Sep.2023,0.0164026333286269
Oct.2023,-0.322447443370826
Nov.2023,-0.163060842314584
Dic.2023,0.405777961086682
Ene.2024,0.0192113272793558
Feb.2024,0.557510800936321
Mar.2024,1.00938516188575
Abr.2024,-0.0516715997229469
May.2024,-0.0907064485030323
Jun.2024,0.121741927959431
Jul.2024,0.236268738691571
Ago.2024,0.284170528141876
Sep.2024,-0.237560474773851
Oct.2024,-0.0931035230159262
Nov.2024,0.0941530377317251
Dic.2024,0.105667996950954
Ene.2025,-0.0933179134509413
Feb.2025,0.188012094871704
Mar.2025,0.810159321766145
Abr.2025,0.31806633832046
May.2025,-0.0564746187563057
Jun.2025,0.128679643778829
Jul.2025,0.231431002364371
Ago.2025,-0.29025398690341
Sep.2025,0.0111517897177685
Oct.2025,-0.0996274056654658
Nov.2025,0.110781919406383
Dic.2025,0.244108583947482
Ene.2026,0.0957671016980487
Feb.2026,0.693626297343638
Mar.2026,2.37869353004195
Abr.2026,0.5206244057768
May.2026,-0.161296536091238
Jun.2026,0.228762258659176
